,GS,GS,GS,GS,GS,MS,MS,MS,MS,MS,SPY,SPY,SPY,SPY,SPY,WFC,WFC,WFC,WFC,WFC
2021-06-17 13:00:00-04:00,359.42,360.72,359.42,360.72,5973.0,87.75,88.02,87.75,88.02,9820.0,421.24,422.08,421.21,421.845,29912.0,43.52,43.66,43.49,43.54,32381.0
2021-06-17 13:15:00-04:00,360.57,360.87,360.04,360.32,5075.0,88.04,88.055,87.735,87.835,14682.0,421.895,422.22,421.78,422.21,19809.0,43.535,43.59,43.41,43.43,25737.0
2021-06-17 13:30:00-04:00,360.22,360.29,359.57,359.76,2694.0,87.83,87.95,87.64,87.835,8841.0,422.24,422.55,422.1,422.51,20847.0,43.43,43.51,43.34,43.42,26563.0
2021-06-17 13:45:00-04:00,360.26,360.71,359.93,360.27,1956.0,87.915,88.02,87.84,87.9,9733.0,422.54,422.605,421.95,422.19,24159.0,43.42,43.55,43.37,43.455,48548.0
2021-06-17 14:00:00-04:00,360.61,360.61,359.8,360.15,2646.0,87.89,87.99,87.655,87.74,11490.0,422.24,422.34,421.88,422.15,28929.0,43.465,43.49,43.315,43.355,66200.0
2021-06-17 14:15:00-04:00,360.08,360.98,359.84,360.73,7104.0,87.73,87.75,87.56,87.65,9885.0,422.24,422.36,422.02,422.275,19816.0,43.37,43.385,43.145,43.145,49472.0
2021-06-17 14:30:00-04:00,360.655,360.73,359.51,359.76,3113.0,87.66,87.66,87.395,87.395,12383.0,422.25,422.25,421.805,422.08,32982.0,43.135,43.135,42.96,42.985,47628.0
2021-06-17 14:45:00-04:00,359.59,359.93,359.09,359.87,2075.0,87.395,87.565,87.255,87.555,10484.0,422.04,422.08,421.675,421.91,23176.0,42.95,43.035,42.91,42.99,51661.0
2021-06-17 15:00:00-04:00,359.41,360.94,359.38,360.94,4012.0,87.515,87.805,87.385,87.805,9265.0,421.89,422.73,421.605,422.7,34081.0,42.99,43.05,42.9,43.005,72685.0
2021-06-17 15:15:00-04:00,360.795,362.5,360.76,362.5,18882.0,87.795,87.97,87.77,87.92,17198.0,422.69,422.71,422.39,422.545,64487.0,43.01,43.06,42.905,43.0,66276.0
2021-06-17 15:30:00-04:00,362.58,363.145,362.17,362.18,12457.0,87.995,88.2,87.88,88.04,20446.0,422.58,422.965,422.38,422.71,87532.0,43.01,43.065,42.915,42.915,96445.0
2021-06-17 15:45:00-04:00,362.38,362.65,361.405,361.55,22974.0,88.02,88.17,87.88,87.925,62128.0,422.655,423.0,421.83,422.02,151637.0,42.91,42.94,42.665,42.81,279864.0
2021-06-18 09:30:00-04:00,356.34,357.66,353.43,353.5,23436.0,86.17,86.87,85.71,86.03,39278.0,417.07,417.77,416.58,417.695,106809.0,41.67,42.24,41.52,41.68,92445.0
2021-06-18 09:45:00-04:00,353.52,353.52,351.35,352.68,23476.0,86.01,86.055,85.19,85.585,31732.0,417.59,417.82,416.33,417.26,93144.0,41.645,41.89,41.605,41.89,62057.0
2021-06-18 10:00:00-04:00,352.89,353.54,351.375,351.63,19945.0,85.665,85.88,85.185,85.285,41531.0,417.31,417.31,416.24,417.04,75726.0,41.89,42.085,41.775,41.88,40178.0
2021-06-18 10:15:00-04:00,351.63,351.82,350.85,351.16,20006.0,85.27,85.27,84.895,85.02,32435.0,417.0,417.0,416.13,416.66,56992.0,41.895,41.9,41.48,41.54,72351.0
2021-06-18 10:30:00-04:00,351.21,351.96,350.49,350.92,22503.0,85.075,85.19,84.845,85.01,23792.0,416.6,417.2,415.86,416.725,49464.0,41.565,41.79,41.515,41.56,92884.0
2021-06-18 10:45:00-04:00,350.82,351.82,350.82,351.21,7217.0,85.01,85.245,84.91,85.15,45834.0,416.66,416.75,415.89,416.2,35042.0,41.555,41.82,41.51,41.73,43638.0
2021-06-18 11:00:00-04:00,351.31,352.85,351.31,352.43,8355.0,85.135,85.445,85.12,85.425,40161.0,416.14,416.52,415.74,415.75,41511.0,41.76,42.21,41.68,42.17,44777.0
2021-06-18 11:15:00-04:00,352.23,353.22,351.75,351.75,7167.0,85.445,85.61,85.24,85.265,28962.0,415.75,416.31,415.645,415.65,101408.0,42.15,42.245,42.035,42.11,76968.0
2021-06-18 11:30:00-04:00,352.05,353.63,352.05,353.185,10259.0,85.285,85.71,85.285,85.63,19952.0,415.67,416.88,415.6,416.53,60947.0,42.12,42.305,42.07,42.26,54322.0
2021-06-18 11:45:00-04:00,353.17,353.92,352.825,353.385,11424.0,85.64,85.64,85.39,85.555,10062.0,416.67,416.75,416.54,416.73,25884.0,42.255,42.3,42.06,42.11,44431.0
2021-06-18 12:00:00-04:00,352.41,352.63,352.41,352.63,517.0,85.56,85.64,85.43,85.445,12864.0,416.61,417.22,416.46,417.07,39519.0,42.08,42.115,42.01,42.055,35308.0
2021-06-18 12:15:00-04:00,352.43,352.43,351.77,352.02,3553.0,85.45,85.485,85.35,85.41,7038.0,417.03,417.24,416.95,417.23,12747.0,42.065,42.08,41.93,42.0,27678.0
2021-06-18 12:30:00-04:00,351.86,352.25,351.12,351.12,3602.0,85.355,85.45,85.095,85.13,19036.0,417.18,417.21,416.605,416.65,25287.0,41.99,41.99,41.83,41.88,27087.0
2021-06-18 12:45:00-04:00,351.06,351.22,350.78,350.78,3052.0,85.14,85.15,84.905,85.025,22838.0,416.6,416.77,416.32,416.66,37066.0,41.86,41.895,41.745,41.77,18192.0
2021-06-18 13:00:00-04:00,350.98,351.5,350.89,351.49,1375.0,85.02,85.15,84.97,85.105,8615.0,416.69,417.24,416.57,417.18,24456.0,41.775,41.895,41.775,41.89,21735.0
2021-06-18 13:15:00-04:00,351.58,352.07,351.27,351.27,4104.0,85.115,85.315,85.075,85.09,15895.0,417.18,417.2,416.48,416.53,17535.0,41.9,41.98,41.875,41.875,39513.0
2021-06-18 13:30:00-04:00,351.29,351.7,351.26,351.26,1983.0,85.08,85.325,85.075,85.165,19968.0,416.535,416.915,416.52,416.7,24313.0,41.87,41.995,41.855,41.93,41606.0
2021-06-18 13:45:00-04:00,350.79,350.8,350.15,350.33,4341.0,85.11,85.11,84.82,84.87,17329.0,416.71,416.71,416.08,416.635,30169.0,41.93,41.935,41.805,41.855,41524.0
2021-06-18 14:00:00-04:00,350.43,351.17,350.43,350.67,2882.0,84.865,85.225,84.83,84.955,13044.0,416.63,417.08,416.4,416.825,22147.0,41.85,41.97,41.815,41.92,28292.0
2021-06-18 14:15:00-04:00,350.85,350.85,350.51,350.59,1950.0,85.0,85.03,84.895,85.015,8193.0,416.77,416.97,416.57,416.77,21350.0,41.925,41.97,41.885,41.94,32192.0
2021-06-18 14:30:00-04:00,350.46,350.56,349.94,350.14,3796.0,84.995,84.995,84.69,84.7,14687.0,416.825,416.83,416.04,416.095,46170.0,41.94,41.95,41.795,41.81,40556.0
2021-06-18 14:45:00-04:00,350.07,350.15,349.06,349.06,5155.0,84.7,84.745,84.42,84.49,13631.0,416.105,416.33,415.73,415.74,42532.0,41.81,41.815,41.64,41.675,49047.0
2021-06-18 15:00:00-04:00,349.72,349.72,348.67,349.23,3435.0,84.47,84.68,84.435,84.535,17880.0,415.78,416.31,415.62,416.21,67239.0,41.66,41.85,41.65,41.85,41878.0
2021-06-18 15:15:00-04:00,349.175,349.93,349.0,349.1,6518.0,84.52,84.665,84.45,84.46,18750.0,416.15,416.91,416.085,416.58,53029.0,41.84,41.965,41.8,41.855,63174.0
2021-06-18 15:30:00-04:00,349.17,351.11,348.88,351.02,10195.0,84.47,84.85,84.425,84.835,29804.0,416.62,416.88,416.21,416.83,53323.0,41.855,41.945,41.78,41.89,107612.0
2021-06-18 15:45:00-04:00,350.99,350.99,348.26,348.45,25505.0,84.85,84.85,83.965,84.045,91707.0,416.81,416.92,414.73,414.96,156553.0,41.91,41.92,41.7,41.75,410494.0
2021-06-21 09:30:00-04:00,352.9,355.64,351.285,353.31,23833.0,84.51,85.33,84.32,85.01,57538.0,416.83,417.07,415.965,416.81,65534.0,42.28,42.71,42.23,42.39,37647.0
2021-06-21 09:45:00-04:00,353.12,355.355,353.12,354.23,9887.0,85.21,85.56,85.19,85.34,17528.0,416.7,418.0,416.31,417.81,59528.0,42.375,42.67,42.36,42.53,34839.0
2021-06-21 10:00:00-04:00,353.87,355.44,353.5,355.11,8798.0,85.31,85.8,85.31,85.715,11240.0,417.89,418.76,417.85,418.4,92882.0,42.535,42.68,42.505,42.65,17621.0
2021-06-21 10:15:00-04:00,355.905,357.54,355.905,357.21,4668.0,85.85,86.38,85.85,86.265,8934.0,418.62,419.19,418.38,419.11,61453.0,42.68,42.85,42.68,42.83,22579.0
2021-06-21 10:30:00-04:00,357.115,357.115,356.25,357.07,2655.0,86.26,86.33,86.04,86.22,10989.0,419.12,419.86,419.09,419.695,53339.0,42.84,42.89,42.705,42.835,27362.0
2021-06-21 10:45:00-04:00,356.845,357.35,356.73,356.84,1972.0,86.21,86.43,86.13,86.29,10913.0,419.78,420.25,419.72,420.04,55875.0,42.84,42.96,42.78,42.955,24543.0
2021-06-21 11:00:00-04:00,356.48,356.49,354.97,355.54,2150.0,86.34,86.38,85.67,85.71,9081.0,420.04,420.14,419.7,419.705,45380.0,42.97,42.99,42.6,42.775,26666.0
2021-06-21 11:15:00-04:00,355.19,355.58,354.69,354.91,1720.0,85.71,85.89,85.49,85.49,25631.0,419.715,420.15,419.715,419.85,31851.0,42.77,42.875,42.765,42.78,18278.0
2021-06-21 11:30:00-04:00,355.44,355.71,355.185,355.35,1108.0,85.49,85.7,85.49,85.54,11982.0,419.95,420.29,419.82,420.21,29157.0,42.79,42.93,42.775,42.85,14916.0
2021-06-21 11:45:00-04:00,355.82,356.09,355.52,355.52,1336.0,85.575,85.75,85.575,85.63,4996.0,420.255,420.36,420.1,420.2,29344.0,42.885,43.03,42.86,42.94,17676.0
2021-06-21 12:00:00-04:00,356.12,356.49,356.1,356.49,938.0,85.64,85.78,85.62,85.78,5585.0,420.24,420.31,420.02,420.11,20226.0,42.945,43.045,42.92,43.025,25371.0
2021-06-21 12:15:00-04:00,356.56,356.77,355.69,355.76,1871.0,85.83,85.88,85.6,85.6,3761.0,420.14,420.22,419.84,420.01,26199.0,43.01,43.04,42.955,42.97,22446.0
2021-06-21 12:30:00-04:00,355.625,355.66,354.97,354.97,1259.0,85.665,85.665,85.3,85.435,7296.0,420.1,420.11,419.91,419.99,30360.0,42.965,42.97,42.84,42.9,27401.0
2021-06-21 12:45:00-04:00,355.56,355.65,354.94,355.17,918.0,85.43,85.475,85.31,85.385,5683.0,420.0,420.17,419.87,419.87,14841.0,42.895,42.96,42.895,42.94,20267.0
2021-06-21 13:00:00-04:00,355.42,355.91,355.42,355.91,1684.0,85.415,85.54,85.365,85.54,12048.0,419.92,420.085,419.83,420.06,11969.0,42.95,42.98,42.905,42.905,30402.0
2021-06-21 13:15:00-04:00,356.155,356.65,356.155,356.49,1561.0,85.57,85.67,85.545,85.595,15381.0,419.985,420.2,419.985,420.12,12231.0,42.91,43.0,42.91,43.0,45524.0
2021-06-21 13:30:00-04:00,356.43,356.78,356.09,356.77,2338.0,85.59,85.91,85.585,85.91,4620.0,420.2,420.765,420.2,420.67,26002.0,43.0,43.13,42.99,43.13,24936.0
2021-06-21 13:45:00-04:00,356.84,357.15,356.84,357.04,1442.0,85.94,86.05,85.82,85.82,11534.0,420.66,420.98,420.65,420.755,30605.0,43.13,43.2,43.125,43.15,23753.0
2021-06-21 14:00:00-04:00,356.94,356.94,356.38,356.655,1395.0,85.815,85.855,85.63,85.715,9066.0,420.8,420.88,420.57,420.71,60337.0,43.16,43.23,43.12,43.155,22818.0
2021-06-21 14:15:00-04:00,356.34,356.54,356.34,356.54,425.0,85.72,85.735,85.605,85.645,12968.0,420.735,420.8,420.495,420.59,34850.0,43.155,43.19,43.1,43.125,16251.0
2021-06-21 14:30:00-04:00,356.25,356.44,355.86,356.44,1077.0,85.605,85.755,85.57,85.71,5990.0,420.54,420.63,420.38,420.56,38959.0,43.115,43.175,43.08,43.12,14688.0
2021-06-21 14:45:00-04:00,356.18,356.47,356.13,356.47,717.0,85.71,85.85,85.65,85.84,9883.0,420.48,420.75,420.37,420.67,25917.0,43.12,43.15,43.085,43.145,15352.0
2021-06-21 15:00:00-04:00,356.36,357.22,356.29,356.97,1868.0,85.82,85.9,85.755,85.755,10017.0,420.71,420.94,420.55,420.55,36941.0,43.14,43.22,43.095,43.105,32113.0
2021-06-21 15:15:00-04:00,356.97,356.97,356.325,356.7,4398.0,85.755,85.815,85.7,85.815,7430.0,420.555,420.765,420.32,420.61,23443.0,43.11,43.195,43.09,43.19,33870.0
2021-06-21 15:30:00-04:00,356.79,357.36,356.75,356.765,6940.0,85.81,85.98,85.675,85.68,13252.0,420.64,420.86,420.49,420.5,43654.0,43.195,43.295,43.12,43.13,45219.0
2021-06-21 15:45:00-04:00,356.8,357.97,356.64,357.63,11146.0,85.675,86.025,85.615,85.95,33754.0,420.525,421.05,420.345,420.76,164927.0,43.13,43.305,43.08,43.255,106360.0
2021-06-22 09:30:00-04:00,357.525,357.9,353.72,355.23,8307.0,85.64,85.77,85.03,85.66,9408.0,420.86,421.01,420.44,420.62,37922.0,43.265,43.265,42.9,43.21,38896.0
2021-06-22 09:45:00-04:00,354.93,356.25,353.46,353.94,5928.0,85.605,85.78,85.23,85.28,8068.0,420.65,421.07,420.17,420.41,21746.0,43.24,43.26,42.97,43.005,27098.0
2021-06-22 10:00:00-04:00,353.575,354.45,352.74,354.45,4525.0,85.3,85.44,85.055,85.41,7418.0,420.38,421.07,420.17,420.91,27476.0,42.99,43.07,42.86,43.07,38163.0
2021-06-22 10:15:00-04:00,354.58,355.13,354.47,354.915,1782.0,85.39,85.56,85.39,85.48,7834.0,420.98,421.35,420.935,421.31,17051.0,43.08,43.25,43.07,43.17,23333.0
2021-06-22 10:30:00-04:00,354.765,355.4,354.3,355.4,2345.0,85.48,85.595,85.27,85.565,9034.0,421.25,421.46,421.22,421.37,16648.0,43.17,43.3,43.11,43.24,21352.0
2021-06-22 10:45:00-04:00,355.525,356.43,355.47,356.43,2297.0,85.57,85.905,85.53,85.865,7316.0,421.32,421.88,421.32,421.87,44460.0,43.245,43.52,43.235,43.52,32330.0
2021-06-22 11:00:00-04:00,355.98,356.99,355.57,356.99,10217.0,85.8,85.82,85.695,85.79,5942.0,421.88,422.5,421.79,422.45,27894.0,43.525,43.6,43.465,43.53,29211.0
2021-06-22 11:15:00-04:00,356.935,357.175,356.12,356.5,2443.0,85.81,85.87,85.53,85.61,5970.0,422.51,422.62,422.33,422.46,44170.0,43.54,43.59,43.46,43.5,16088.0
2021-06-22 11:30:00-04:00,356.61,356.79,355.73,355.94,2722.0,85.61,85.76,85.465,85.465,6241.0,422.43,422.545,422.09,422.13,23514.0,43.5,43.555,43.41,43.44,24290.0
2021-06-22 11:45:00-04:00,355.93,356.15,355.8,356.08,1099.0,85.48,85.58,85.47,85.525,3497.0,422.195,422.3,421.98,422.02,19068.0,43.45,43.54,43.435,43.5,19010.0
2021-06-22 12:00:00-04:00,356.12,357.28,356.12,357.28,1783.0,85.64,85.8,85.63,85.745,4999.0,422.06,422.37,422.06,422.31,22293.0,43.535,43.62,43.46,43.48,11383.0
2021-06-22 12:15:00-04:00,356.96,356.97,356.57,356.97,1793.0,85.755,85.76,85.61,85.61,3598.0,422.3,422.48,422.2,422.46,38358.0,43.48,43.51,43.4,43.42,12608.0
2021-06-22 12:30:00-04:00,356.9,356.95,356.59,356.695,3880.0,85.63,85.705,85.59,85.61,5667.0,422.46,422.46,422.19,422.28,29379.0,43.42,43.48,43.4,43.46,10370.0
2021-06-22 12:45:00-04:00,356.69,357.015,356.69,356.7,873.0,85.685,85.79,85.57,85.6,12964.0,422.3,422.465,422.27,422.31,15069.0,43.46,43.61,43.435,43.49,32247.0
2021-06-22 13:00:00-04:00,356.76,356.88,356.44,356.865,2510.0,85.61,85.75,85.61,85.71,4929.0,422.29,422.53,422.24,422.44,12595.0,43.5,43.54,43.48,43.53,9594.0
2021-06-22 13:15:00-04:00,356.85,357.06,356.665,357.06,3192.0,85.7,85.83,85.63,85.83,4239.0,422.4,422.47,422.14,422.4,27893.0,43.54,43.55,43.46,43.55,14674.0
2021-06-22 13:30:00-04:00,357.11,357.35,357.06,357.27,3090.0,85.83,85.84,85.79,85.8,3944.0,422.43,422.46,422.35,422.41,26111.0,43.55,43.55,43.45,43.48,16534.0
2021-06-22 13:45:00-04:00,357.13,357.505,357.12,357.25,2800.0,85.81,85.88,85.775,85.815,4493.0,422.42,422.48,422.34,422.43,43068.0,43.49,43.57,43.49,43.53,14328.0
2021-06-22 14:00:00-04:00,357.2,357.58,357.13,357.34,4693.0,85.8,85.9,85.705,85.8,8633.0,422.43,422.45,422.23,422.4,31858.0,43.53,43.55,43.5,43.53,12393.0
2021-06-22 14:15:00-04:00,357.83,357.94,357.83,357.91,482.0,85.78,85.91,85.76,85.84,11977.0,422.395,422.62,422.33,422.5,23645.0,43.56,43.72,43.555,43.71,31538.0
2021-06-22 14:30:00-04:00,357.82,358.45,357.81,358.12,2240.0,85.92,86.075,85.92,86.015,10175.0,422.48,422.94,422.45,422.77,21394.0,43.69,43.81,43.69,43.73,30105.0
2021-06-22 14:45:00-04:00,358.185,358.75,358.16,358.75,999.0,86.015,86.1,86.0,86.05,6348.0,422.76,423.0,422.58,422.91,33653.0,43.73,43.77,43.69,43.715,22809.0
2021-06-22 15:00:00-04:00,358.55,359.42,358.55,359.29,1266.0,86.08,86.175,86.08,86.135,12927.0,422.96,423.615,422.96,423.54,50140.0,43.715,43.87,43.71,43.81,42224.0
2021-06-22 15:15:00-04:00,359.2,359.83,359.17,359.83,2386.0,86.13,86.21,86.1,86.105,7664.0,423.52,423.97,423.42,423.845,50410.0,43.805,43.85,43.75,43.75,24439.0
2021-06-22 15:30:00-04:00,359.5,359.78,358.38,358.38,4897.0,86.15,86.185,85.735,85.735,10041.0,423.86,423.95,423.37,423.37,63495.0,43.76,43.825,43.595,43.595,35061.0
2021-06-22 15:45:00-04:00,358.63,358.63,357.54,357.54,13550.0,85.785,85.91,85.68,85.685,27704.0,423.38,423.48,422.995,423.02,106002.0,43.6,43.64,43.525,43.54,98450.0
2021-06-23 09:30:00-04:00,359.67,359.7,357.9,359.46,3460.0,85.94,86.26,85.65,85.94,6655.0,423.19,423.78,423.1,423.56,25419.0,43.51,43.98,43.51,43.91,41289.0
2021-06-23 09:45:00-04:00,359.67,360.29,358.51,358.71,5042.0,86.035,86.2,85.825,85.84,8249.0,423.59,423.75,423.145,423.675,32448.0,43.92,44.0,43.71,43.75,30437.0
2021-06-23 10:00:00-04:00,358.77,359.79,357.81,359.29,3310.0,85.86,86.16,85.57,86.07,12825.0,423.63,423.81,423.31,423.81,27663.0,43.74,43.84,43.66,43.82,22745.0
2021-06-23 10:15:00-04:00,359.365,359.94,359.32,359.32,1717.0,86.095,86.12,86.03,86.06,7618.0,423.82,424.03,423.63,423.655,39029.0,43.82,43.88,43.745,43.75,24656.0
2021-06-23 10:30:00-04:00,359.32,359.52,358.93,359.065,2277.0,86.03,86.15,85.875,85.885,6364.0,423.64,423.705,423.32,423.38,17434.0,43.74,43.81,43.74,43.74,17966.0
2021-06-23 10:45:00-04:00,358.69,360.07,358.5,360.07,1935.0,85.845,86.09,85.775,86.035,13092.0,423.47,423.575,423.28,423.575,19734.0,43.74,43.91,43.68,43.91,13691.0
2021-06-23 11:00:00-04:00,360.26,360.635,359.79,360.26,3463.0,86.03,86.16,86.0,86.045,12088.0,423.655,423.705,422.95,423.18,84618.0,43.91,43.99,43.84,43.885,25305.0
2021-06-23 11:15:00-04:00,360.12,360.36,359.91,359.93,2444.0,86.045,86.1,85.925,85.965,9901.0,423.165,423.31,423.095,423.19,9193.0,43.88,43.985,43.88,43.93,13353.0
2021-06-23 11:30:00-04:00,359.25,359.26,359.0,359.16,1354.0,85.94,85.95,85.745,85.755,8255.0,423.24,423.29,422.95,423.21,13081.0,43.945,43.945,43.81,43.89,19142.0
2021-06-23 11:45:00-04:00,359.24,359.54,359.24,359.29,2212.0,85.735,85.8,85.68,85.765,3576.0,423.24,423.35,423.19,423.295,11571.0,43.895,43.94,43.88,43.905,11359.0
2021-06-23 12:00:00-04:00,359.5,359.875,359.34,359.87,814.0,85.725,85.935,85.72,85.92,8609.0,423.275,423.44,423.2,423.39,13633.0,43.895,43.995,43.895,43.975,8738.0
2021-06-23 12:15:00-04:00,359.7,360.36,359.62,360.185,2074.0,85.9,85.975,85.9,85.94,8211.0,423.34,423.44,423.31,423.4,8841.0,43.975,44.05,43.95,44.025,13773.0
2021-06-23 12:30:00-04:00,360.2,360.46,360.2,360.26,913.0,85.915,85.97,85.86,85.9,5316.0,423.37,423.38,422.69,423.095,50504.0,44.02,44.08,43.98,44.0,23315.0
2021-06-23 12:45:00-04:00,360.49,361.18,360.49,361.07,1819.0,85.89,86.0,85.835,86.0,5946.0,423.18,423.2,423.0,423.15,8929.0,44.0,44.025,43.97,44.025,14591.0
2021-06-23 13:00:00-04:00,361.26,362.12,361.23,361.83,1392.0,86.02,86.28,86.005,86.28,9669.0,423.16,423.465,423.08,423.4,20214.0,44.03,44.16,44.03,44.145,17580.0
2021-06-23 13:15:00-04:00,361.81,361.975,361.42,361.88,1377.0,86.27,86.27,86.16,86.205,3532.0,423.48,423.57,423.47,423.56,20391.0,44.15,44.165,44.1,44.14,17171.0
2021-06-23 13:30:00-04:00,361.85,362.16,361.69,362.015,2119.0,86.205,86.22,86.08,86.22,12036.0,423.52,423.6,423.39,423.45,26380.0,44.13,44.205,44.11,44.175,16599.0
2021-06-23 13:45:00-04:00,361.99,362.26,361.98,362.21,1113.0,86.19,86.26,86.185,86.235,7523.0,423.46,423.575,423.39,423.575,16946.0,44.18,44.215,44.16,44.21,9317.0
2021-06-23 14:00:00-04:00,362.08,362.385,361.72,362.385,870.0,86.2,86.295,86.17,86.27,13243.0,423.53,423.555,423.33,423.45,14646.0,44.2,44.28,44.13,44.28,14292.0
2021-06-23 14:15:00-04:00,362.45,362.45,362.21,362.325,1232.0,86.27,86.275,86.195,86.21,9414.0,423.4,423.4,423.23,423.25,18683.0,44.3,44.3,44.25,44.265,20122.0
